restid,itemname,description,sentence
596,Sauteed Shrimp,Served with an herb risotto cake and a spicy red pepper sauce,Sauteed Shrimp Served with an herb risotto cake and a spicy red pepper sauce
596,Sauteed Mushrooms,Porcini shiitake and portabella mushrooms served over grilled polenta with sage butter and fontina cheese,Sauteed Mushrooms Porcini shiitake and portabella mushrooms served over grilled polenta with sage butter and fontina cheese
596,Hot Italian Sampler,A sampling of our fried calamari sauteed shrimp mozzarella sticks and garlic bread served with marinara sauce,Hot Italian Sampler A sampling of our fried calamari sauteed shrimp mozzarella sticks and garlic bread served with marinara sauce
596,Spaghetti Ziti Linguine or Polenta,With choice of marinara or meat sauce,Spaghetti Ziti Linguine or Polenta With choice of marinara or meat sauce
596,Fettuccine Alfredo,Egg noodles tossed with cream and parmesan cheese sauce,Fettuccine Alfredo Egg noodles tossed with cream and parmesan cheese sauce
596,Tortellini Pesto,Meat filled pasta in an herb basil sauce,Tortellini Pesto Meat filled pasta in an herb basil sauce
596,Gnocchi,Homemade potato dumplings with marinara sauce,Gnocchi Homemade potato dumplings with marinara sauce
596,Ravioli,Cheese filled ravioli served with marinara sauce,Ravioli Cheese filled ravioli served with marinara sauce
596,Spaghetti Carbonara,Italian bacon egg and parmesan cheese sauce,Spaghetti Carbonara Italian bacon egg and parmesan cheese sauce
596,Fettuccine Primavera,Fettuccine topped with broccoli peppers mushrooms onions and tomatoes in a garlic and oil sauce,Fettuccine Primavera Fettuccine topped with broccoli peppers mushrooms onions and tomatoes in a garlic and oil sauce
596,Orecchiette,Ear shaped pasta sauteed with sweet Italian sausage and broccoli rabe in a garlic and oil sauce,Orecchiette Ear shaped pasta sauteed with sweet Italian sausage and broccoli rabe in a garlic and oil sauce
596,Penne Amatriciana,Penne sauteed with Italian bacon tomatoes and onions in a spicy marinara sauce,Penne Amatriciana Penne sauteed with Italian bacon tomatoes and onions in a spicy marinara sauce
596,Ziti Broccoli Garlic and Oil,,
596,Baked Ziti,Baked with ricotta cheese and topped with melted mozzarella cheese and marinara sauce,Baked Ziti Baked with ricotta cheese and topped with melted mozzarella cheese and marinara sauce
596,Baked Lasagna,Pasta layered with ricotta cheese and ground beef topped with melted mozzarella cheese and marinara sauce,Baked Lasagna Pasta layered with ricotta cheese and ground beef topped with melted mozzarella cheese and marinara sauce
596,Calamari,,
596,Clams,,
596,Mussels,,
596,Shrimp,,
596,Frutti Di Mare,Shrimp clams mussels and calamari combination,Frutti Di Mare Shrimp clams mussels and calamari combination
596,Baccala Marinara,Salt codfish simmered in tomato sauce with onions and green peppers served over linguine,Baccala Marinara Salt codfish simmered in tomato sauce with onions and green peppers served over linguine
596,Baccala Bianco,Salt codfish pan fried with peppers onions olives balsamic vinegar garlic and olive oil sauce served with roasted potatoes,Baccala Bianco Salt codfish pan fried with peppers onions olives balsamic vinegar garlic and olive oil sauce served with roasted potatoes
596,Fried Calamari,Lightly fried squid with marinara sauce and a side order of linguine with marinara sauce,Fried Calamari Lightly fried squid with marinara sauce and a side order of linguine with marinara sauce
596,Atlantic Salmon,Pan seared and oven roasted topped with a caper lemon butter sauce served with spinach risotto,Atlantic Salmon Pan seared and oven roasted topped with a caper lemon butter sauce served with spinach risotto
596,Shrimp Ziti Broccoli,Shrimp sauteed with broccoli florets in a garlic and oil sauce with romano cheese,Shrimp Ziti Broccoli Shrimp sauteed with broccoli florets in a garlic and oil sauce with romano cheese
596,Scallops Fra Diavlo,Scallops sauteed in a spicy marinara sauce with plum tomatoes served over linguine,Scallops Fra Diavlo Scallops sauteed in a spicy marinara sauce with plum tomatoes served over linguine
596,Eggplant Parmigiana,Breaded and pan fried topped with marinara sauce and melted mozzarella cheese,Eggplant Parmigiana Breaded and pan fried topped with marinara sauce and melted mozzarella cheese
596,Eggplant Rolatini,Rolled and stuffed with ricotta cheese and spinach topped with marinara sauce and melted mozzarella cheese,Eggplant Rolatini Rolled and stuffed with ricotta cheese and spinach topped with marinara sauce and melted mozzarella cheese
596,Sausage Cacciatore,Simmered with mushrooms peppers and onions in marinara sauce,Sausage Cacciatore Simmered with mushrooms peppers and onions in marinara sauce
596,The Godfather Platter,For a hearty appetite a combination of veal and chicken cutlets eggplant parmigiana meatball sausage peppers and pasta,The Godfather Platter For a hearty appetite a combination of veal and chicken cutlets eggplant parmigiana meatball sausage peppers and pasta
596,Beef Tripe,Tripe stewed in marinara sauce with onions and fresh basil served with a side of linguine with marinara sauce,Beef Tripe Tripe stewed in marinara sauce with onions and fresh basil served with a side of linguine with marinara sauce
596,Shrimp Scampi Venezia,With artichoke hearts and black olives served over linguine,Shrimp Scampi Venezia With artichoke hearts and black olives served over linguine
596,Lobster Ravioli,Homemade ravioli stuffed with maine lobster meat topped with shrimp in a cream plum tomato sauce,Lobster Ravioli Homemade ravioli stuffed with maine lobster meat topped with shrimp in a cream plum tomato sauce
596,Steak Pizzaiola,Grilled  oz  choice new York sirloin steak topped with a sauce of tomatoes onions black olives and capers,Steak Pizzaiola Grilled  oz  choice new York sirloin steak topped with a sauce of tomatoes onions black olives and capers
596,Steak Tuscan Style,Grilled  oz  choice new York sirloin steak glazed with a bronze garlic sauce,Steak Tuscan Style Grilled  oz  choice new York sirloin steak glazed with a bronze garlic sauce
598,Croissant,,
596,Steak Pescatore,Grilled  oz  choice new York sirloin steak topped with sauteed shrimp peppers and onions,Steak Pescatore Grilled  oz  choice new York sirloin steak topped with sauteed shrimp peppers and onions
596,Pork Chops,Two half pound center cut chops grilled to perfection served with a balsamic vinegar sauce and vinegar peppers,Pork Chops Two half pound center cut chops grilled to perfection served with a balsamic vinegar sauce and vinegar peppers
596,Chicken Cutlet Parmigiana,Breaded cutlet topped with melted mozzarella cheese and marinara sauce,Chicken Cutlet Parmigiana Breaded cutlet topped with melted mozzarella cheese and marinara sauce
596,Chicken Marsala,Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce,Chicken Marsala Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce
596,Chicken Al Giovanni,Sauteed with mushrooms in a lemon and white wine butter sauce,Chicken Al Giovanni Sauteed with mushrooms in a lemon and white wine butter sauce
596,Chicken Cutlet and Eggplant Parmigiana Combination,,
596,Chicken Cacciatore,Simmered with mushrooms peppers onions in marinara sauce,Chicken Cacciatore Simmered with mushrooms peppers onions in marinara sauce
596,Chicken Saltim Bocca Alla Romana,Sauteed with shallots sage and fresh mushrooms in a white wine sauce and topped with prosciutto and melted mozzarella cheese,Chicken Saltim Bocca Alla Romana Sauteed with shallots sage and fresh mushrooms in a white wine sauce and topped with prosciutto and melted mozzarella cheese
596,Chicken Vittorio,Boneless breast of chicken dipped in egg batter sauteed in a white wine lemon sauce topped with asparagus and melted mozzarella cheese,Chicken Vittorio Boneless breast of chicken dipped in egg batter sauteed in a white wine lemon sauce topped with asparagus and melted mozzarella cheese
596,Chicken Campagna,Boneless breast of chicken sauteed with sweet Italian sausages vinegar peppers and roasted potatoes in a balsamic vinegar sauce,Chicken Campagna Boneless breast of chicken sauteed with sweet Italian sausages vinegar peppers and roasted potatoes in a balsamic vinegar sauce
596,Chicken Ziti Broccoli,Boneless breast of chicken sauteed with broccoli florets in a garlic and oil sauce with romano cheese,Chicken Ziti Broccoli Boneless breast of chicken sauteed with broccoli florets in a garlic and oil sauce with romano cheese
596,Risotto Primavera,Italian arborio rice topped with broccoli peppers mushrooms onions and tomatoes in a garlic and oil sauce,Risotto Primavera Italian arborio rice topped with broccoli peppers mushrooms onions and tomatoes in a garlic and oil sauce
596,Chicken Risotto,Boneless breast of chicken with diced plum tomatoes and black olives in a white wine and garlic sauce over italian arborio rice,Chicken Risotto Boneless breast of chicken with diced plum tomatoes and black olives in a white wine and garlic sauce over italian arborio rice
596,Shrimp Risotto,Italian arborio rice topped with shrimp Italian herbs and fresh asparagus,Shrimp Risotto Italian arborio rice topped with shrimp Italian herbs and fresh asparagus
596,Scallop Risotto,Sea scallops with tomatoes and onions in a white wine garlic sauce over italian arborio rice,Scallop Risotto Sea scallops with tomatoes and onions in a white wine garlic sauce over italian arborio rice
596,Veal Parmigiana,Breaded cutlet topped with melted mozzarella cheese and marinara sauce,Veal Parmigiana Breaded cutlet topped with melted mozzarella cheese and marinara sauce
596,Veal Marsala,Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce,Veal Marsala Sauteed with mushrooms prosciutto and shallots in a marsala wine sauce
596,Veal Al Giovanni,Veal medallions with mushrooms sauteed in a lemon and white wine butter sauce,Veal Al Giovanni Veal medallions with mushrooms sauteed in a lemon and white wine butter sauce
596,Veal and Eggplant Parmigiana Combination,,
596,Veal Saltim Bocca Alla Romano,Veal medallions sauteed with shallots sage and fresh mushrooms in a white wine sauce stuffed with prosciutto and mozzarella cheese,Veal Saltim Bocca Alla Romano Veal medallions sauteed with shallots sage and fresh mushrooms in a white wine sauce stuffed with prosciutto and mozzarella cheese
596,Veal Vittorio,Veal medallions dipped in egg batter sauteed in a white wine lemon sauce topped with asparagus and melted mozzarella cheese,Veal Vittorio Veal medallions dipped in egg batter sauteed in a white wine lemon sauce topped with asparagus and melted mozzarella cheese
596,Sauteed Broccoli Rabe,,
596,Garlic Mashed Potatoes,,
596,Meatball,,
596,Sausage,,
596,Roasted Potatoes,,
596,Marinara Sauce,,
596,Sauteed Escarole in Garlic and Oil,,
596,Our Famous Homemade Tiramisu,Espresso soaked ladyfingers mascarpone cheese brandy and cocoa,Our Famous Homemade Tiramisu Espresso soaked ladyfingers mascarpone cheese brandy and cocoa
596,Our Almost as Famous Homemade Polenta Cheesecake,Served with an amaretto caramel sauce and toasted almonds,Our Almost as Famous Homemade Polenta Cheesecake Served with an amaretto caramel sauce and toasted almonds
596,Chocolate Truffle Delight,Moist chocolate cake infused with chocolate cream topped with chocolate ganache and shaved chocolate,Chocolate Truffle Delight Moist chocolate cake infused with chocolate cream topped with chocolate ganache and shaved chocolate
596,Cannoli,Pastry shell filled with sweet ricotta cheese topped,Cannoli Pastry shell filled with sweet ricotta cheese topped
596,Espresso Coffee,A dark rich steam brewed coffee,Espresso Coffee A dark rich steam brewed coffee
596,Double Espresso,,
596,Cappuccino,Espresso with frothed milk topped with cocoa,Cappuccino Espresso with frothed milk topped with cocoa
596,Cafe Latte,Espresso with steamed milk,Cafe Latte Espresso with steamed milk
596,Pasta E Fagioli,Traditional Italian bean and pasta soup,Pasta E Fagioli Traditional Italian bean and pasta soup
596,Escarole,Greens in chicken broth with little meatballs,Escarole Greens in chicken broth with little meatballs
596,Garden Salad,Mixed greens tomatoes carrots and onions with house vinaigrette,Garden Salad Mixed greens tomatoes carrots and onions with house vinaigrette
596,Classic Caesar Salad,Crisp romaine lettuce tossed with our special caesar dressing homemade croutons and parmesan cheese,Classic Caesar Salad Crisp romaine lettuce tossed with our special caesar dressing homemade croutons and parmesan cheese
596,Classic Caesar Salad with Grilled Chicken,,
596,Classic Caesar Salad with Grilled Shrimp,,
596,Cold Baccala Salad,Salt codfish in olive oil lemon garlic vinegar peppers and olives,Cold Baccala Salad Salt codfish in olive oil lemon garlic vinegar peppers and olives
